Country,Job Role/Specialty,Total HC,Jan 2020 Remainder Gap,Feb 2020 Gap,Mar 2020 Gap,Apr 2020 Gap,May 2020 Gap,Jun 2020 Gap,Shortfall,Status
China Onshore,Application Developer-Big Data BigInsights,,0,-1,-1,-1,-1,-1,-5,GAP
China Onshore,Application Developer-Blockchain,10,0,0,3,5,5,4,17,GLUT
China Onshore,Application Developer-C/4 HANA,1,0,0,0,1,1,1,3,GLUT
China Onshore,Application Developer-Cloud Microservices,,0,-3,-14,-13,-13,-13,-56,GAP
China Onshore,Application Developer-Cloud Modernization,5,0,-1,-6,-7,-13,-12,-39,GAP
China Onshore,Application Developer-Cloud User Interface,,0,0,-6,-6,-6,-6,-24,GAP
China Onshore,Application Developer-Cognitive Application Automation,2,0,0,0,0,0,0,0,GAP
China Onshore,Application Developer-Content & Courseware Design,4,2,2,2,2,2,2,12,GLUT
China Onshore,Application Developer-DB2,,0,-1,-1,-1,-1,-1,-5,GAP
China Onshore,Application Developer-DBMS,16,1,-5,-6,-14,-13,-13,-50,GAP
China Onshore,Application Developer-Data & Application Security,1,0,0,0,0,0,0,0,GAP
China Onshore,Application Developer-DevOps,12,0,-5,-6,-7,-6,-6,-30,GAP
China Onshore,Application Developer-EAI,41,0,0,0,-1,-2,-7,-10,GAP
China Onshore,Application Developer-Enterprise Platforms,96,1,3,11,31,36,40,122,GLUT
China Onshore,Application Developer-Experience Front End,25,0,-8,-21,-11,-21,-22,-83,GAP
China Onshore,Application Developer-Google Cloud Modernization,6,0,0,0,0,0,2,2,GLUT
China Onshore,Application Developer-Google Cloud User Interface,3,0,0,0,0,0,0,0,GAP
China Onshore,Application Developer-Healthcare Applications,3,0,0,0,0,0,0,0,GAP
China Onshore,Application Developer-IBM Cloud Microservices,9,1,2,2,-4,-2,-1,-2,GAP
China Onshore,Application Developer-IBM Cloud Migration,1,0,0,0,0,0,0,0,GAP
China Onshore,Application Developer-IBM Cloud Modernization,49,0,-6,-14,-9,-8,2,-35,GAP
China Onshore,Application Developer-IBM Cloud User Interface,6,0,0,0,1,1,2,4,GLUT
China Onshore,Application Developer-IT Service Management,1,0,0,0,0,0,0,0,GAP
China Onshore,Application Developer-Industry Packages,3,0,0,0,-2,-2,-2,-6,GAP
China Onshore,Application Developer-JD Edwards,8,0,-2,-1,0,1,0,-2,GAP
China Onshore,Application Developer-Java & Web Technologies,"2,169",-2,-98,-205,-173,-104,-82,-664,GAP
China Onshore,Application Developer-Java Full Stack,11,1,-2,-12,-12,-18,-18,-61,GAP
China Onshore,Application Developer-Java.Core,,0,0,0,0,0,0,0,GAP
China Onshore,Application Developer-MVS,,0,0,0,-1,-1,-1,-3,GAP
China Onshore,Application Developer-Maximo,1,0,0,1,1,1,1,4,GLUT
China Onshore,Application Developer-Microservices,10,0,-5,-4,0,1,-2,-10,GAP
China Onshore,Application Developer-Microsoft .NET,195,0,-5,2,11,29,40,77,GLUT
China Onshore,Application Developer-Microsoft Analytics,5,0,-2,-2,-2,-2,-2,-10,GAP
China Onshore,Application Developer-Microsoft Business Applications,2,0,0,0,0,0,1,1,GLUT
China Onshore,Application Developer-Microsoft Cloud,6,1,1,3,4,5,5,19,GLUT
China Onshore,Application Developer-Microsoft Collaboration,7,0,0,1,0,0,0,1,GLUT
China Onshore,Application Developer-Mobile,98,7,5,14,28,33,34,121,GLUT
China Onshore,Application Developer-Mobile Android,,0,-1,-1,-1,-1,-2,-6,GAP
China Onshore,Application Developer-Open Source,149,1,-15,-23,-16,-15,-18,-86,GAP
China Onshore,Application Developer-Oracle eBS,65,2,4,11,6,12,15,50,GLUT
China Onshore,Application Developer-PeopleSoft,13,0,0,2,7,7,8,24,GLUT
China Onshore,Application Developer-Portals,18,1,1,-1,4,5,5,15,GLUT
China Onshore,Application Developer-Process Management (BPM),5,0,0,0,5,5,5,15,GLUT
China Onshore,Application Developer-RPA,5,0,0,-1,2,2,2,5,GLUT
China Onshore,Application Developer-Red Hat Cloud Microservices,1,0,0,1,1,1,1,4,GLUT
China Onshore,Application Developer-Red Hat Cloud Modernization,42,0,-1,3,5,10,15,32,GLUT
China Onshore,Application Developer-Red Hat Cloud User Interface,36,0,0,0,4,6,7,17,GLUT
China Onshore,Application Developer-SAP ABAP,85,-1,-15,-31,-24,-14,-13,-98,GAP
China Onshore,Application Developer-SAP ABAP HANA,36,0,-12,-23,-25,-23,-19,-102,GAP
China Onshore,Application Developer-SAP Enterprise Integration,2,0,-1,-5,-4,-8,-7,-25,GAP
China Onshore,Application Developer-SAP NextGen UX & Mobile,6,1,1,2,4,4,4,16,GLUT
China Onshore,Application Developer-Salesforce,1,0,0,-1,-1,-1,-1,-4,GAP
China Onshore,Application Developer-Siebel Conversion,1,0,0,0,0,1,1,2,GLUT
China Onshore,Application Developer-System i,2,0,0,0,1,1,1,3,GLUT
China Onshore,Application Developer-Web Content Management,,0,0,0,-2,-2,-2,-6,GAP
China Onshore,Application Developer-eCommerce,9,0,0,0,2,4,5,11,GLUT
China Onshore,Application Developer-zOS,379,-1,-21,-28,-34,-29,-29,-142,GAP
China Onshore,Benefits Professional-Delivery & Operations,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Advisor-Workforce Management,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Analyst-ADM,159,0,-8,-16,1,3,2,-18,GAP
China Onshore,Business Analyst-Business Operations,0,0,0,0,-2,-2,-2,-6,GAP
China Onshore,Business Controls Professional-Shared Services,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Controls Professional-Universal,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Operations Professional-Local,1,0,0,0,0,0,0,0,GAP
China Onshore,Business Operations Professional-Sales Support,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Operations Professional-Sector,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Operations Professional-Services,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Operations Professional-Shared Services,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Operations Specialist-Business Analytics,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Programs Manager-Business Operations,0,0,0,0,0,0,0,0,GAP
China Onshore,Business Sales & Delivery Executive-ADM Innovation,,0,-1,-1,-1,-1,-1,-5,GAP
China Onshore,Business Sales & Delivery Executive-Banking & Finance Operations,2,0,0,1,1,1,1,4,GLUT
China Onshore,Business Sales & Delivery Executive-Business Process Automation,1,0,0,0,1,1,1,3,GLUT
China Onshore,Business Sales & Delivery Executive-Cloud Modernization,1,0,0,0,0,0,0,0,GAP
China Onshore,Business Sales & Delivery Executive-Cognitive & Analytics,1,0,0,0,0,0,0,0,GAP
China Onshore,Business Sales & Delivery Executive-Complex Programs,2,0,0,0,0,0,0,0,GAP
China Onshore,Business Sales & Delivery Executive-Data Platforms,6,2,2,3,4,4,5,20,GLUT
China Onshore,"Business Sales & Delivery Executive-Finance, Risk & Fraud",15,2,3,7,12,14,14,52,GLUT
China Onshore,Business Sales & Delivery Executive-IoT & Industry 4.0,3,1,1,1,1,1,1,6,GLUT
China Onshore,Business Sales & Delivery Executive-Oracle,1,0,0,0,0,0,0,0,GAP
China Onshore,Business Sales & Delivery Executive-Process Management (BPM),1,0,0,0,0,0,0,0,GAP
China Onshore,Business Sales & Delivery Executive-SAP,2,0,-1,-2,-1,-2,-2,-8,GAP
China Onshore,Business Sales & Delivery Executive-Security & Privacy,3,0,1,1,1,1,1,5,GLUT
China Onshore,Business Transformation Consultant-Application Automation,61,2,8,9,11,11,12,53,GLUT
China Onshore,Business Transformation Consultant-Banking,30,0,-18,-19,-41,-47,-66,-191,GAP
China Onshore,Business Transformation Consultant-Big Data,27,4,3,-6,4,7,8,20,GLUT
China Onshore,Business Transformation Consultant-Blockchain,1,0,0,1,1,1,1,4,GLUT
China Onshore,Business Transformation Consultant-Business Intelligence,20,1,0,1,6,8,8,24,GLUT
China Onshore,Business Transformation Consultant-Business Process Automation,1,0,0,1,1,1,1,4,GLUT
China Onshore,Business Transformation Consultant-Capital Markets,56,1,-12,1,18,19,17,44,GLUT
China Onshore,Business Transformation Consultant-Cognitive Computing,3,0,0,-2,-1,0,3,0,GAP
China Onshore,Business Transformation Consultant-Cognos Analytics,4,0,1,1,2,2,-1,5,GLUT
China Onshore,Business Transformation Consultant-Data Analytics,10,2,5,7,7,7,7,35,GLUT
China Onshore,Business Transformation Consultant-Digital Change,14,0,2,5,7,7,8,29,GLUT
China Onshore,Business Transformation Consultant-Digital Commerce,6,0,0,0,4,4,4,12,GLUT
China Onshore,Business Transformation Consultant-Digital Marketing,3,0,-2,-1,1,2,3,3,GLUT
China Onshore,Business Transformation Consultant-Financial Performance,39,2,4,8,25,30,27,96,GLUT
China Onshore,Business Transformation Consultant-HR Reinvention,29,3,6,6,9,8,13,45,GLUT
China Onshore,Business Transformation Consultant-IT Service Process,8,1,1,3,7,7,7,26,GLUT
China Onshore,Business Transformation Consultant-IT Transition Consultancy,,0,0,-1,-1,0,0,-2,GAP
China Onshore,Business Transformation Consultant-Incentive Compensation Management,7,0,0,2,4,4,5,15,GLUT
China Onshore,Business Transformation Consultant-Industry 4.0,9,1,2,2,2,8,8,23,GLUT
China Onshore,Business Transformation Consultant-IoT & Edge Computing,19,1,-5,-3,-3,1,4,-5,GAP
China Onshore,Business Transformation Consultant-Maximo,4,2,0,-2,-5,-5,-4,-14,GAP
China Onshore,Business Transformation Consultant-Operational Risk Management,15,2,3,-17,-11,-11,-11,-45,GAP
China Onshore,Business Transformation Consultant-Process Management (BPM),3,0,1,2,3,3,3,12,GLUT
China Onshore,Business Transformation Consultant-Risk Management,,0,0,0,-5,-8,-10,-23,GAP
China Onshore,Business Transformation Consultant-Supply Chain,24,5,3,-4,-4,-2,1,-1,GAP
China Onshore,Business Transformation Consultant-Test Services,1,0,0,0,0,0,0,0,GAP
China Onshore,Compensation Professional-Delivery & Operations,0,0,0,0,0,0,0,0,GAP
China Onshore,Creative Director-Experience Integration,1,0,0,0,0,0,0,0,GAP
China Onshore,Data Consultant-Data Governance,31,5,-1,-10,-11,-10,-10,-37,GAP
China Onshore,Data Consultant-Data Strategy,1,0,0,0,1,1,1,3,GLUT
China Onshore,Data Engineer-Advanced Analytics,,0,0,0,0,0,0,0,GAP
China Onshore,Data Engineer-Big Data,20,1,-5,-13,-13,-11,-10,-51,GAP
China Onshore,Data Engineer-Business Intelligence,68,1,1,-1,2,6,9,18,GLUT
China Onshore,Data Engineer-Data Integration,202,9,7,12,40,72,73,213,GLUT
China Onshore,Data Engineer-Data Modeling,6,0,2,-2,-4,-1,-1,-6,GAP
China Onshore,Data Engineer-Data Warehouse,1,0,0,0,1,1,1,3,GLUT
China Onshore,Data Engineer-Enterprise Content Management,5,0,0,0,2,2,2,6,GLUT
China Onshore,Data Engineer-Master Data Management,3,1,1,1,1,1,1,6,GLUT
China Onshore,Data Scientist-Advanced Analytics,23,0,-3,3,6,7,7,20,GLUT
China Onshore,Data Scientist-Analytics,,0,0,0,-1,-1,-1,-3,GAP
China Onshore,Data Scientist-Artificial Intelligence,3,0,-2,-5,-6,-6,-6,-25,GAP
China Onshore,Designer-Mobile UX,,0,0,0,0,0,-2,-2,GAP
China Onshore,Designer-UX Design,29,4,3,6,16,18,17,64,GLUT
China Onshore,Designer-Visual Design,22,2,2,3,9,11,11,38,GLUT
China Onshore,Executive Administrative Assistant-Human Resources,0,0,0,0,0,0,0,0,GAP
China Onshore,Executive Administrative Assistant-Local,0,0,0,0,0,0,0,0,GAP
China Onshore,Executive-Consulting Services,0,0,0,0,0,0,0,0,GAP
China Onshore,Experience Consultant-Research,17,0,1,2,6,7,5,21,GLUT
China Onshore,Functional Manager-Communication,0,0,0,0,0,0,0,0,GAP
China Onshore,Functional Manager-Delivery Excellence,31,3,2,2,2,2,2,13,GLUT
China Onshore,Functional Manager-Finance,0,0,0,0,0,0,0,0,GAP
China Onshore,Functional Manager-Global Delivery,0,0,0,0,0,0,0,0,GAP
China Onshore,Functional Manager-Human Resources,0,0,0,0,0,0,0,0,GAP
China Onshore,Functional Manager-Learning & Knowledge (L&K),0,0,0,0,0,0,0,0,GAP
China Onshore,Functional Manager-Security Risk Analysis,0,0,0,0,0,0,0,0,GAP
China Onshore,Industry Consultant-INDUSTRY.Automotive,5,0,0,1,3,3,3,10,GLUT
China Onshore,Industry Consultant-INDUSTRY.Banking,4,0,-1,-1,-1,-1,-1,-5,GAP
China Onshore,Industry Consultant-INDUSTRY.Chemical & Petroleum,1,0,1,1,1,1,1,5,GLUT
China Onshore,Industry Consultant-INDUSTRY.Consumer Products,1,0,0,0,1,1,1,3,GLUT
China Onshore,Industry Consultant-INDUSTRY.Electronics,1,0,0,0,-3,-3,-3,-9,GAP
China Onshore,"Industry Consultant-INDUSTRY.Energy, Environment, & Utilities",2,1,1,1,2,2,2,9,GLUT
China Onshore,Industry Consultant-INDUSTRY.Industrial Products,1,0,0,0,0,1,1,2,GLUT
China Onshore,Industry Consultant-INDUSTRY.Insurance,9,0,1,1,2,2,2,8,GLUT
China Onshore,Industry Consultant-INDUSTRY.Life Sciences,2,0,0,1,1,1,1,4,GLUT
China Onshore,Industry Consultant-INDUSTRY.Retail,6,2,3,3,5,6,6,25,GLUT
China Onshore,Industry Consultant-INDUSTRY.Telecommunications,2,0,0,0,1,1,1,3,GLUT
China Onshore,Industry Consultant-INDUSTRY.Travel & Transportation,4,0,0,0,-1,2,2,3,GLUT
China Onshore,Infrastructure Specialist-Cloud Application Operations,16,-1,-2,-4,-4,-4,-4,-19,GAP
China Onshore,Infrastructure Specialist-Cloud Platforms,3,0,0,0,0,0,0,0,GAP
China Onshore,Infrastructure Specialist-System Administration,85,0,-9,-9,-7,-7,-6,-38,GAP
China Onshore,Learning Professional-Facilitator,0,0,0,0,0,0,0,0,GAP
China Onshore,Measurements & Reporting Analyst-Delivery Excellence Tools,0,0,0,0,0,0,0,0,GAP
China Onshore,Measurements & Reporting Analyst-Finance,0,0,0,0,0,0,0,0,GAP
China Onshore,Measurements & Reporting Analyst-Human Resources,0,0,0,0,0,0,0,0,GAP
China Onshore,Measurements & Reporting Analyst-Learning & Knowledge (L&K),0,0,0,0,0,0,0,0,GAP
China Onshore,Measurements & Reporting Analyst-Learning & Knowledge (L&K) Tools,0,0,0,0,0,0,0,0,GAP
China Onshore,Measurements & Reporting Analyst-Shared Services,0,0,0,0,0,0,0,0,GAP
China Onshore,Package Consultant-C/4 HANA Commerce,27,2,0,4,12,11,12,41,GLUT
China Onshore,Package Consultant-C/4 HANA Marketing,1,0,0,0,0,0,0,0,GAP
China Onshore,Package Consultant-CRM Applications,4,0,0,2,2,2,2,8,GLUT
China Onshore,Package Consultant-Comms Billing,7,0,0,2,3,3,3,11,GLUT
China Onshore,Package Consultant-Industry Packages,4,0,-1,0,-1,-1,-1,-4,GAP
China Onshore,Package Consultant-JD Edwards Distribution,6,0,0,1,1,2,2,6,GLUT
China Onshore,Package Consultant-JD Edwards Finance,5,0,1,1,2,2,2,8,GLUT
China Onshore,Package Consultant-Microsoft Analytics,5,0,1,1,0,-1,-1,0,GAP
China Onshore,Package Consultant-Microsoft Business Applications,14,0,2,0,-1,1,6,8,GLUT
China Onshore,Package Consultant-Oracle Business Analytics,19,2,9,13,16,16,3,59,GLUT
China Onshore,Package Consultant-Oracle Cloud CX,6,0,-2,3,3,4,4,12,GLUT
China Onshore,Package Consultant-Oracle Cloud HCM,18,0,1,7,11,12,13,44,GLUT
China Onshore,Package Consultant-Oracle ERP Cloud Financials,7,0,1,-2,-8,-6,-6,-21,GAP
China Onshore,Package Consultant-Oracle ERP Financials,94,5,13,17,22,33,40,130,GLUT
China Onshore,Package Consultant-Oracle Enterprise Performance Management,12,3,5,5,7,10,10,40,GLUT
China Onshore,Package Consultant-Oracle Mfg & Plng,26,1,0,-4,-1,5,5,6,GLUT
China Onshore,Package Consultant-Oracle Mobile,29,2,-4,-4,2,10,10,16,GLUT
China Onshore,Package Consultant-Oracle Retail,12,6,7,8,6,7,8,42,GLUT
China Onshore,Package Consultant-Oracle SCM,48,2,6,4,14,18,24,68,GLUT
China Onshore,Package Consultant-Oracle SCM Cloud,3,1,0,-1,-1,0,0,-1,GAP
China Onshore,Package Consultant-Oracle Utilities,1,0,0,0,0,0,0,0,GAP
China Onshore,Package Consultant-PeopleSoft HR,67,0,0,8,40,45,50,143,GLUT
China Onshore,Package Consultant-SAP Ariba,9,0,2,1,4,3,3,13,GLUT
China Onshore,Package Consultant-SAP BO Reporting,1,0,0,0,0,-3,-3,-6,GAP
China Onshore,Package Consultant-SAP BPC,15,0,-2,-4,1,1,3,-1,GAP
China Onshore,Package Consultant-SAP BW Analytics,12,1,1,-1,0,-2,-1,-2,GAP
China Onshore,Package Consultant-SAP BW HANA Analytics,32,1,8,11,8,-1,-11,16,GLUT
China Onshore,Package Consultant-SAP C/4 HANA C4C,1,0,-3,-2,-2,1,1,-5,GAP
China Onshore,Package Consultant-SAP CRM,20,0,1,2,3,5,5,16,GLUT
China Onshore,Package Consultant-SAP EIM,1,0,0,0,1,1,1,3,GLUT
China Onshore,Package Consultant-SAP FIN CO,77,5,5,9,34,42,48,143,GLUT
China Onshore,Package Consultant-SAP FIN FI,58,4,3,1,14,19,22,63,GLUT
China Onshore,Package Consultant-SAP FIN PS,17,0,0,2,10,11,12,35,GLUT
China Onshore,Package Consultant-SAP FIN TR,5,0,-1,0,1,1,2,3,GLUT
China Onshore,Package Consultant-SAP GRC,1,0,0,1,1,1,1,4,GLUT
China Onshore,Package Consultant-SAP HANA Analytics,17,1,3,3,3,3,5,18,GLUT
China Onshore,Package Consultant-SAP HANA BPC,,0,0,0,0,-2,-2,-4,GAP
China Onshore,Package Consultant-SAP HANA CRM,1,1,1,1,1,1,1,6,GLUT
China Onshore,Package Consultant-SAP HANA FIN CO,25,0,-6,-11,3,4,11,1,GLUT
China Onshore,Package Consultant-SAP HANA FIN FI,14,0,-9,-14,-10,-12,-3,-48,GAP
China Onshore,Package Consultant-SAP HANA FIN FSCM,1,0,0,-1,1,1,1,2,GLUT
China Onshore,Package Consultant-SAP HANA FIN PS,2,0,-8,-9,-7,-7,-2,-33,GAP
China Onshore,Package Consultant-SAP HANA FIN TR,1,0,0,0,1,1,1,3,GLUT
China Onshore,Package Consultant-SAP HANA SCM EWM,1,0,0,0,0,0,0,0,GAP
China Onshore,Package Consultant-SAP HANA SCM MM,22,0,-10,-24,-14,-14,-5,-67,GAP
China Onshore,Package Consultant-SAP HANA SCM PLM,,-1,-2,-2,-2,-2,-1,-10,GAP
China Onshore,Package Consultant-SAP HANA SCM PM,1,0,0,-1,-1,-1,-1,-4,GAP
China Onshore,Package Consultant-SAP HANA SCM PP,16,0,1,-8,-5,-9,-8,-29,GAP
China Onshore,Package Consultant-SAP HANA SCM QM,2,0,0,-1,1,0,-1,-1,GAP
China Onshore,Package Consultant-SAP HANA SCM SD,17,0,0,-6,-1,0,2,-5,GAP
China Onshore,Package Consultant-SAP HANA SCM WMS,4,0,0,0,3,3,3,9,GLUT
China Onshore,Package Consultant-SAP HANA Security,5,0,0,0,1,1,1,3,GLUT
China Onshore,Package Consultant-SAP HANA Services,,0,-2,-2,-2,-2,-2,-10,GAP
China Onshore,Package Consultant-SAP HR,40,2,1,4,12,12,12,43,GLUT
China Onshore,Package Consultant-SAP IS (Other Industries),2,0,0,0,0,0,0,0,GAP
China Onshore,Package Consultant-SAP IS Retail,14,2,0,0,4,5,9,20,GLUT
China Onshore,Package Consultant-SAP IS Utilities,8,0,0,0,-1,1,3,3,GLUT
China Onshore,Package Consultant-SAP Master Data Management,4,0,0,0,1,-1,-2,-2,GAP
China Onshore,Package Consultant-SAP NextGen UX & Mobile,15,1,2,4,10,10,13,40,GLUT
China Onshore,Package Consultant-SAP SCM APO,1,0,-1,-2,-2,-3,-2,-10,GAP
China Onshore,Package Consultant-SAP SCM EWM,4,0,0,0,3,3,3,9,GLUT
China Onshore,Package Consultant-SAP SCM MM,64,0,3,2,28,35,40,108,GLUT
China Onshore,Package Consultant-SAP SCM PLM,2,-1,-1,-1,1,1,1,0,GAP
China Onshore,Package Consultant-SAP SCM PM,7,0,0,-1,3,4,5,11,GLUT
China Onshore,Package Consultant-SAP SCM PP,14,0,-2,-3,-4,-1,-1,-11,GAP
China Onshore,Package Consultant-SAP SCM QM,4,1,1,1,3,3,3,12,GLUT
China Onshore,Package Consultant-SAP SCM SD,53,0,-7,-6,5,10,12,14,GLUT
China Onshore,Package Consultant-SAP SCM TM,8,0,1,3,5,6,7,22,GLUT
China Onshore,Package Consultant-SAP SCM WMS,6,0,-1,-1,0,0,1,-1,GAP
China Onshore,Package Consultant-SAP SRM,6,0,0,0,2,2,4,8,GLUT
China Onshore,Package Consultant-Salesforce,30,1,-4,-9,2,7,8,5,GLUT
China Onshore,Package Consultant-Siebel,9,2,2,-10,-10,-7,-7,-30,GAP
China Onshore,Package Consultant-Sterling,1,0,0,0,0,0,0,0,GAP
China Onshore,Package Consultant-SuccessFactors,11,4,5,5,4,5,5,28,GLUT
China Onshore,Package Consultant-Web Content Management,8,0,0,3,3,4,4,14,GLUT
China Onshore,Package Consultant-Workday HCM & Compensation,5,0,0,0,1,1,2,4,GLUT
China Onshore,Package Consultant-Workday Integrations,2,0,0,0,0,0,0,0,GAP
China Onshore,Package Consultant-eCommerce,10,0,0,1,3,4,5,13,GLUT
China Onshore,Package Specialist-Oracle Cloud HCM,,0,0,0,-1,-1,-1,-3,GAP
China Onshore,Package Specialist-PeopleSoft HR,1,0,0,0,1,1,1,3,GLUT
China Onshore,Package Specialist-SAP BO Reporting,1,0,0,0,0,0,0,0,GAP
China Onshore,Package Specialist-SAP BW Analytics,,0,0,-1,-1,-1,0,-3,GAP
China Onshore,Package Specialist-SAP HANA Analytics,1,0,0,-13,-13,-13,-13,-52,GAP
China Onshore,Package Specialist-SAP HANA Basis,,0,0,-7,-24,-36,-36,-103,GAP
China Onshore,Package Specialist-SAP HANA SCM MM,,0,-1,-1,-1,-1,-1,-5,GAP
China Onshore,Package Specialist-SAP HANA SCM QM,1,0,0,0,0,1,1,2,GLUT
China Onshore,Package Specialist-SAP HR,2,0,0,0,0,0,0,0,GAP
China Onshore,Package Specialist-SAP SCM EWM,1,0,0,0,0,0,0,0,GAP
China Onshore,People Manager-HR Processes,0,0,0,0,0,0,0,0,GAP
China Onshore,People Manager-Shared Services,0,0,0,0,0,0,0,0,GAP
China Onshore,Position Pending Holding Code-Universal,4,1,1,1,1,1,1,6,GLUT
China Onshore,Program Manager-Workforce Management,0,0,0,0,0,0,0,0,GAP
China Onshore,Project Administrator-Project Support,4,0,-1,-1,-1,-1,-1,-5,GAP
China Onshore,Project Administrator-Shared Services,0,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-ADM,293,5,9,11,37,44,56,162,GLUT
China Onshore,Project Manager-AWS Cloud Solutions,1,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-Alibaba Cloud Solutions,4,1,1,1,2,3,3,11,GLUT
China Onshore,Project Manager-Application Automation,8,0,1,1,2,3,3,10,GLUT
China Onshore,Project Manager-Application Operations,21,0,0,-2,-3,-2,-2,-9,GAP
China Onshore,Project Manager-Azure Cloud Modernization,0,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-Azure Cloud Solutions,1,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-Banking & Finance Operations,,0,0,-1,-1,-1,-1,-4,GAP
China Onshore,Project Manager-Client Service Center Administration,1,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-Cloud Modernization,,0,-3,-7,-7,-7,-7,-31,GAP
China Onshore,Project Manager-Cloud Solutions,1,1,1,0,-3,-3,-3,-7,GAP
China Onshore,Project Manager-Cognitive & Analytics,1,0,0,-1,0,0,0,-1,GAP
China Onshore,Project Manager-Complex Programs,3,0,0,0,2,-1,-1,0,GAP
China Onshore,Project Manager-Complex Programs.ADM Innovation,24,0,-1,-1,1,1,2,2,GLUT
China Onshore,Project Manager-Complex Programs.Cognitive Bus Decision Support,9,1,1,1,3,3,3,12,GLUT
China Onshore,Project Manager-Complex Programs.Digital Strategy,10,0,0,0,5,6,6,17,GLUT
China Onshore,Project Manager-Complex Programs.Next Gen EA,1,0,0,0,1,1,1,3,GLUT
China Onshore,Project Manager-Complex Programs.iX,,0,0,0,0,-3,-3,-6,GAP
China Onshore,Project Manager-Contact Center,1,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-Data Platforms,23,2,5,2,6,9,10,34,GLUT
China Onshore,Project Manager-Digital Commerce,1,1,1,1,1,1,1,6,GLUT
China Onshore,Project Manager-Healthcare Applications,,0,0,0,0,0,-1,-1,GAP
China Onshore,Project Manager-IBM Cloud Modernization,5,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-IBM Cloud Solutions,5,0,0,0,1,1,1,3,GLUT
China Onshore,Project Manager-Microsoft,4,0,0,1,1,1,1,4,GLUT
China Onshore,Project Manager-Microsoft Applications,2,0,0,-1,-1,-1,-1,-4,GAP
China Onshore,Project Manager-Mobile,5,0,0,2,3,3,3,11,GLUT
China Onshore,Project Manager-Office Management,3,0,0,0,1,1,1,3,GLUT
China Onshore,Project Manager-Oracle Enterprise Applications,4,0,0,-5,-6,-5,-5,-21,GAP
China Onshore,Project Manager-Red Hat Cloud Modernization,1,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-Red Hat Cloud Solutions,9,0,0,0,0,0,0,0,GAP
China Onshore,Project Manager-SAP,34,4,0,-2,6,10,11,29,GLUT
China Onshore,Project Manager-SAP HANA,4,0,0,-1,0,-2,-3,-6,GAP
China Onshore,Project Manager-Salesforce,1,0,0,0,-1,-1,-1,-3,GAP
China Onshore,Project Manager-Test Services,17,0,1,3,7,7,8,26,GLUT
China Onshore,Project Manager-iX,6,0,0,2,4,4,4,14,GLUT
China Onshore,Quality Assurance Professional-Application Services,4,1,2,2,3,2,3,13,GLUT
China Onshore,Quality Consultant-Delivery Excellence,1,0,0,0,0,0,0,0,GAP
China Onshore,Quote to Cash Professional-Contract Support,0,0,0,0,0,0,0,0,GAP
China Onshore,Quote to Cash Professional-Proposal Support,0,0,0,0,0,0,0,0,GAP
China Onshore,Recruitment Professional-Recruiting,0,0,0,0,0,0,0,0,GAP
China Onshore,Security Consultant-Data & Application Security Services,11,1,2,3,2,3,3,14,GLUT
China Onshore,Security Consultant-Identity & Access Management,1,0,0,0,0,0,0,0,GAP
China Onshore,Security Consultant-Intelligence & Operations,,0,-1,-1,-1,-1,-1,-5,GAP
China Onshore,Security Consultant-Risk & Compliance,1,0,0,0,1,1,1,3,GLUT
China Onshore,Solution Architect-Enterprise Transformation,1,0,1,1,1,1,1,5,GLUT
China Onshore,Solution Architect-Hybrid Solution,4,0,0,3,4,4,4,15,GLUT
China Onshore,Solution Manager-Alibaba Cloud Solutions,1,0,0,0,0,0,0,0,GAP
China Onshore,Solution Manager-Cloud Solutions,1,0,0,0,0,0,0,0,GAP
China Onshore,Solution Manager-Consulting Services,2,0,0,0,0,1,1,2,GLUT
China Onshore,Solution Manager-IBM Cloud Solutions,6,0,0,0,1,1,1,3,GLUT
China Onshore,Solution Manager-Red Hat Cloud Solutions,8,0,3,3,6,6,6,24,GLUT
China Onshore,Strategy Consultant-Cloud Platforms,1,1,1,1,1,1,1,6,GLUT
China Onshore,Strategy Consultant-Connected Ops Strategy,58,16,1,-47,-46,-28,-19,-123,GAP
China Onshore,Strategy Consultant-Digital Business Strategy,41,9,6,8,10,18,25,76,GLUT
China Onshore,Strategy Consultant-Strategic Technology Adoption,1,0,0,0,0,0,1,1,GLUT
China Onshore,Strategy Consultant-Talent Reinvention,23,3,7,10,9,15,17,61,GLUT
